date,description,amount,type
2024-02-19,Accounting Transaction 60,5501.14,DEBIT
2024-02-23,Accounting Transaction 61,3857.41,CREDIT
2024-02-13,Accounting Transaction 62,3285.97,CREDIT
2024-02-01,Accounting Transaction 63,7448.62,CREDIT
2024-01-09,Accounting Transaction 64,3552.32,DEBIT
2024-01-04,Accounting Transaction 65,6034.54,CREDIT
2024-02-04,Accounting Transaction 66,1528.26,DEBIT
2024-02-16,Accounting Transaction 67,7682.07,CREDIT
2024-01-04,Accounting Transaction 68,3320.94,DEBIT
2024-02-28,Accounting Transaction 69,6061.41,CREDIT
2024-02-12,Accounting Transaction 70,7552.87,DEBIT
2024-02-26,Accounting Transaction 71,8863.05,DEBIT
2024-02-27,Accounting Transaction 72,3059.88,CREDIT
2024-02-11,Accounting Transaction 73,4565.81,CREDIT
2024-02-06,Accounting Transaction 74,1551.02,DEBIT
2024-01-10,Accounting Transaction 75,813.86,DEBIT
2024-01-17,Accounting Transaction 76,3929.45,DEBIT
2024-01-20,Accounting Transaction 77,9795.09,CREDIT
2024-01-04,Accounting Transaction 78,9701.99,DEBIT
2024-01-30,Accounting Transaction 79,6636.62,CREDIT
2024-01-18,Accounting Transaction 80,5871.72,CREDIT
